,Title,Price,Price Per Sqft
1038,2 BHK Apartment for Sale in Noida Extension Noida,₹46 Lac ,₹6750 per sqft 
1039,"3 BHK Apartment for Sale in Ratan Vihar, Sector 105 Gurgaon",₹46 Lac ,₹4833 per sqft 
1040,"2 BHK Apartment for Sale in Abhay Khand, Indirapuram Ghaziabad",₹60 Lac ,₹8586 per sqft 
1041,2 BHK Apartment for Sale in Jhangir Puri New Delhi,Call for Price,₹10435 per sqft 
1042,"3 BHK Apartment for Sale in Sector 93A, Noida Express Way Noida",₹1.25 Cr ,₹3350 per sqft 
1043,"3 BHK Builder Floor for Sale in Rana Pratap Bagh, Ashok Vihar North New Delhi",₹95 Lac ,₹9856 per sqft 
1044,2 BHK Apartment for Sale in Sector 62 Gurgaon,₹2.15 Cr ,₹8897 per sqft 
1045,3 BHK Apartment for Sale in Sector 88 Faridabad,₹39 Lac ,₹3631 per sqft 
1046,"2 BHK Apartment for Sale in Sector 128, Noida Express Way Noida",₹55 Lac ,₹11336 per sqft 
1047,"4 BHK Builder Floor for Sale in Shakti Khand 2, Indirapuram Ghaziabad",₹1.40 Cr ,₹12153 per sqft 
1048,4 BHK Builder Floor for Sale in Jasola New Delhi,₹4.50 Cr ,₹11785 per sqft 
1049,2 BHK Apartment for Sale in Vaishali Sector 3 Ghaziabad,₹48 Lac ,₹5556 per sqft 
1050,"4 BHK Builder Floor for Sale in Greenfield Colony, Mathura Road Faridabad",₹1.06 Cr ,₹21250 per sqft 
1051,3 BHK Apartment for Sale in Dwarka Sector 12 New Delhi,₹1.65 Cr ,₹20800 per sqft 
1052,"3 BHK Apartment for Sale in Sector 28, Noida Sector 18 Metro Noida",₹1.80 Cr ,₹22273 per sqft 
1053,"3 BHK Apartment for Sale in Greenfield Colony, Mathura Road Faridabad",₹1.15 Cr ,₹7056 per sqft 
1054,3 BHK Apartment for Sale in SVP Gulmohar Residency Ghaziabad,₹60 Lac ,₹21528 per sqft 
1055,3 BHK Apartment for Sale in NH 24 Ghaziabad,₹40 Lac ,₹11848 per sqft 
1056,4 BHK Builder Floor for Sale in Vasant Vihar New Delhi,₹19 Cr ,₹4646 per sqft 
1057,2 BHK Apartment for Sale in Sector 80 Faridabad,₹52 Lac ,₹13333 per sqft 
1058,3 BHK Apartment for Sale in Sector 90 Gurgaon,₹1.09 Cr ,₹4314 per sqft 
1059,4 BHK Apartment for Sale in Sector 75 Noida,₹2.76 Cr ,₹4568 per sqft 
1060,"2 BHK Builder Floor for Sale in Sector 57 Block G, Golf Course Extension Road Gurgaon",₹1.50 Cr ,₹26667 per sqft 
1061,3 BHK Builder Floor for Sale in Dwarka Sector 8 New Delhi,₹2.10 Cr ,₹10592 per sqft 
1062,3 BHK Builder Floor for Sale in Sector 88B Gurgaon,₹1.20 Cr ,₹26944 per sqft 
1063,4 BHK Apartment for Sale in DLF City Phase 5 Gurgaon,₹4.40 Cr ,₹12653 per sqft 
1064,4 BHK Builder Floor for Sale in Sector 85 Faridabad,₹1.54 Cr ,₹9222 per sqft 
1065,3 BHK Apartment for Sale in Sector 79 Gurgaon,₹1.95 Cr ,₹8462 per sqft 
1066,2 BHK Apartment for Sale in Sector 77 Noida,₹52.5 Lac ,₹6061 per sqft 
1067,3 BHK Apartment for Sale in Wave City Ghaziabad,₹81 Lac ,₹8846 per sqft 
1068,"3 BHK Builder Floor for Sale in Greenfield Colony, Mathura Road Faridabad",₹87.8 Lac ,₹7812 per sqft 
1069,2 BHK Apartment for Sale in Sector 89 Faridabad,₹38 Lac ,₹18750 per sqft 
1070,3 BHK Builder Floor for Sale in Sector 63A Gurgaon,₹1.81 Cr ,₹10417 per sqft 
1071,"3 BHK Apartment for Sale in Sikanderpur, Sector 26, Sikanderpur Metro Gurgaon",₹1.25 Cr ,₹10609 per sqft 
1072,3 BHK Apartment for Sale in Raj Nagar 2 New Delhi,Call for Price,₹14250 per sqft 
1073,3 BHK Apartment for Sale in Dwarka Sector 2 New Delhi,₹1.95 Cr ,₹14231 per sqft 
1074,3 BHK Builder Floor for Sale in Chittaranjan Park New Delhi,₹2.15 Cr ,₹8387 per sqft 
1075,"2 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹88 Lac ,₹13521 per sqft 
1076,2 BHK Apartment for Sale in Surajpur Greater Noida,₹40 Lac ,₹9000 per sqft 
1077,3 BHK Apartment for Sale in Sector 79 Gurgaon,₹1.45 Cr ,₹7955 per sqft 
1078,4 BHK Builder Floor for Sale in Safdarjung Enclave New Delhi,₹6.50 Cr ,₹9875 per sqft 
1079,4 BHK Builder Floor for Sale in Greater Kailash Enclave 2 New Delhi,₹6.50 Cr ,₹4455 per sqft 
1080,3 BHK Apartment for Sale in Dwarka Sector 4 New Delhi,₹1.82 Cr ,₹21296 per sqft 
1081,4 BHK Apartment for Sale in Badshahpur Gurgaon,₹3.10 Cr ,₹11378 per sqft 
1082,1 BHK Builder Floor for Sale in Noida Extention Greater Noida,₹19.5 Lac ,₹13095 per sqft 
1083,4 BHK Builder Floor for Sale in Greater Kailash 2 New Delhi,₹5.50 Cr ,₹21221 per sqft 
1084,3 BHK Builder Floor for Sale in Sector 57 Gurgaon,₹1.70 Cr ,₹7060 per sqft 
1085,3 BHK Apartment for Sale in Dwarka Sector 10 New Delhi,₹1.71 Cr ,₹12500 per sqft 
1086,3 BHK Apartment for Sale in Greater Noida West Greater Noida,₹70 Lac ,₹12500 per sqft 
1087,3 BHK Apartment for Sale in Noida Extension Noida,₹77.5 Lac ,₹5596 per sqft 
1088,2 BHK Apartment for Sale in City Centre Gwalior New Delhi,Call for Price,₹7387 per sqft 
1089,3 BHK Builder Floor for Sale in Sector 42 Gurgaon,₹1.80 Cr ,₹4833 per sqft 
1090,"2 BHK Builder Floor for Sale in Uttam Nagar East, Uttam Nagar New Delhi",₹27 Lac ,₹4889 per sqft 
1091,2 BHK Apartment for Sale in Yamuna Expressway Noida,₹35 Lac ,₹21429 per sqft 
1092,1 BHK Apartment for Sale in Yamuna Expressway Noida,₹15 Lac ,₹7774 per sqft 
1093,2 BHK Builder Floor for Sale in Rohini Sector 23 New Delhi,₹75 Lac ,₹9815 per sqft 
1094,3 BHK Builder Floor for Sale in Karol Bagh New Delhi,₹1.80 Cr ,₹7292 per sqft 
1095,4 BHK Builder Floor for Sale in Rohini Sector 24 New Delhi,₹1.60 Cr ,₹6818 per sqft 
1096,3 BHK Builder Floor for Sale in Vasundhara Ghaziabad,₹68 Lac ,₹6410 per sqft 
1097,"3 BHK Builder Floor for Sale in Sector 29, Mathura Road Faridabad",₹1.15 Cr ,₹10383 per sqft 
1098,3 BHK Apartment for Sale in Sector 63 Faridabad,₹50 Lac ,₹9585 per sqft 
1099,4 BHK Apartment for Sale in Golf Course Road Gurgaon,Call for Price,₹5189 per sqft 
1100,4 BHK Builder Floor for Sale in DLF City Phase 1 Gurgaon,₹5.60 Cr ,₹6823 per sqft 
1101,3 BHK Builder Floor for Sale in DLF City Phase 2 Gurgaon,₹1.86 Cr ,₹7333 per sqft 
1102,"3 BHK Apartment for Sale in Sector 128, Noida Express Way Noida",₹2.65 Cr ,₹4722 per sqft 
1103,3 BHK Apartment for Sale in Dwarka Sector 7 New Delhi,₹1.95 Cr ,₹7778 per sqft 
1104,"3 BHK Apartment for Sale in Sarita Vihar, Mathura Road New Delhi",₹1.90 Cr ,₹7015 per sqft 
1105,3 BHK Builder Floor for Sale in Sector 52 Gurgaon,₹1.25 Cr ,₹52083 per sqft 
1106,4 BHK Builder Floor for Sale in Sector 85 Faridabad,₹2.30 Cr ,₹5000 per sqft 
1107,2 BHK Apartment for Sale in Noida Extension Noida,₹69 Lac ,₹6234 per sqft 
1108,2 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹20 Lac ,₹7333 per sqft 
1109,3 BHK Builder Floor for Sale in Dwarka Mor New Delhi,₹36.5 Lac ,₹4630 per sqft 
1110,3 BHK Apartment for Sale in Dwarka Sector 5 New Delhi,₹1.85 Cr ,₹5055 per sqft 
1111,3 BHK Builder Floor for Sale in Krisha Nagar New Delhi,₹1.68 Cr ,₹4844 per sqft 
1112,2 BHK Apartment for Sale in Sector 58 Gurgaon,₹2.25 Cr ,₹11189 per sqft 
1113,4 BHK Apartment for Sale in Sector 58 Gurgaon,₹4.80 Cr ,₹8937 per sqft 
1114,3 BHK Apartment for Sale in Sector 113 Gurgaon,₹2.14 Cr ,₹70588 per sqft 
1115,2 BHK Apartment for Sale in Sector 102 Gurgaon,₹1.22 Cr ,₹19600 per sqft 
1116,"4 BHK Apartment for Sale in Behrampur, Sector 59 Gurgaon",₹6.89 Cr ,₹10974 per sqft 
1117,3 BHK Builder Floor for Sale in Indirapuram Ghaziabad,₹73 Lac ,₹3207 per sqft 
1118,"3 BHK Apartment for Sale in Behrampur, Sector 59 Gurgaon",₹4.99 Cr ,₹7407 per sqft 
1119,3 BHK Apartment for Sale in Crossings Republik Ghaziabad,₹75 Lac ,₹6173 per sqft 
1120,3 BHK Builder Floor for Sale in Sector 46 Gurgaon,₹2.55 Cr ,₹7111 per sqft 
1121,3 BHK Apartment for Sale in Sector 91 Gurgaon,₹1.15 Cr ,₹6111 per sqft 
1122,4 BHK Apartment for Sale in Sector 12 Greater Noida,₹1.03 Cr ,₹10180 per sqft 
1123,3 BHK Apartment for Sale in Indirapuram Ghaziabad,₹1.10 Cr ,₹9075 per sqft 
1124,3 BHK Builder Floor for Sale in Sector 48 Gurgaon,₹1.32 Cr ,₹9290 per sqft 
1125,3 BHK Apartment for Sale in Dwarka Sector 23 New Delhi,₹2.15 Cr ,₹9028 per sqft 
1126,"3 BHK Apartment for Sale in Sector 134, Noida Express Way Noida",₹67 Lac ,₹5919 per sqft 
1127,3 BHK Builder Floor for Sale in Kirti Nagar New Delhi,₹2 Cr ,₹17812 per sqft 
1128,2 BHK Apartment for Sale in Sector 84 Gurgaon,₹1.10 Cr ,₹4112 per sqft 
1129,"2 BHK Builder Floor for Sale in Sector 31-32A, Delhi Gurgaon Expressway Gurgaon",₹89 Lac ,₹19048 per sqft 
1130,"3 BHK Builder Floor for Sale in Neeti Khand 1, Indirapuram Ghaziabad",₹71.9 Lac ,₹15625 per sqft 
1131,1 BHK Apartment for Sale in New Panchwati Colony Ghaziabad,₹16.5 Lac ,₹15823 per sqft 
1132,"3 BHK Apartment for Sale in Vaibhav Khand, Indirapuram Ghaziabad",₹1 Cr ,₹22609 per sqft 
1133,3 BHK Builder Floor for Sale in Vaishali Ghaziabad,₹1.08 Cr ,₹21739 per sqft 
1134,"3 BHK Builder Floor for Sale in Bhim Nagar, Sector 6 Gurgaon",₹58 Lac ,₹5000 per sqft 
1135,"2 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",₹85 Lac ,₹7180 per sqft 
1136,2 BHK Builder Floor for Sale in Greater Kailash 1 New Delhi,₹1.20 Cr ,₹15278 per sqft 
1137,"3 BHK Apartment for Sale in Sector 151, Noida Express Way Noida",₹45.1 Lac ,₹77778 per sqft 
1138,"3 BHK Apartment for Sale in Nirvana Country, Sector 50 Gurgaon",₹1.85 Cr ,₹5042 per sqft 
1139,2 BHK Apartment for Sale in Sector 85 Gurgaon,₹1.25 Cr ,₹10370 per sqft 
1140,2 BHK Apartment for Sale in Wave City Ghaziabad,₹30.5 Lac ,₹8929 per sqft 
1141,2 BHK Apartment for Sale in Sector 63A Gurgaon,₹1.40 Cr ,₹7917 per sqft 
1142,"3 BHK Builder Floor for Sale in South City 2, Sector 49 Gurgaon",₹1.75 Cr ,₹32322 per sqft 
1143,1 BHK Apartment for Sale in Rohini Sector 16 New Delhi,₹40 Lac ,₹5785 per sqft 
1144,2 BHK Apartment for Sale in Mansarovar garden New Delhi,₹70 Lac ,₹11250 per sqft 
1145,2 BHK Apartment for Sale in Sohna Sector 33 Gurgaon,₹90 Lac ,₹13704 per sqft 
1146,"3 BHK Builder Floor for Sale in Old Rajendra Nagar, Rajinder Nagar New Delhi",₹1.70 Cr ,₹12842 per sqft 
1147,3 BHK Builder Floor for Sale in New Rajendra Nagar New Delhi,₹2.60 Cr ,₹10278 per sqft 
1148,3 BHK Builder Floor for Sale in New Rajendra Nagar New Delhi,₹2.45 Cr ,₹10286 per sqft 
1149,2 BHK Apartment for Sale in Sohna Sector 36 Gurgaon,₹58 Lac ,₹9680 per sqft 
1150,4 BHK Builder Floor for Sale in Vasant Vihar New Delhi,₹7.75 Cr ,₹22368 per sqft 
1151,4 BHK Apartment for Sale in Sector 81 Gurgaon,₹3.45 Cr ,₹5000 per sqft 
1152,3 BHK Builder Floor for Sale in Dwarka Mor New Delhi,₹46 Lac ,₹13024 per sqft 
1153,2 BHK Builder Floor for Sale in Lajpat Nagar New Delhi,₹1.20 Cr ,₹3958 per sqft 
1154,4 BHK Apartment for Sale in Sector 48 Faridabad,₹1.10 Cr ,₹6765 per sqft 
1155,"2 BHK Builder Floor for Sale in Shalimar Garden Extension 2, Rajendra Nagar Ghaziabad",₹37 Lac ,₹6944 per sqft 
1156,"3 BHK Builder Floor for Sale in Jangpura Extension, Jangpura New Delhi",₹4.80 Cr ,₹10141 per sqft 
1157,4 BHK Builder Floor for Sale in Anand Vihar New Delhi,₹2.65 Cr ,₹9214 per sqft 
1158,"3 BHK Builder Floor for Sale in Jangpura Extension, Jangpura New Delhi",₹4.85 Cr ,₹4453 per sqft 
1159,"4 BHK Builder Floor for Sale in Cyber City, Sector 25, Delhi Gurgaon Expressway Gurgaon",₹3.10 Cr ,₹15828 per sqft 
1160,3 BHK Builder Floor for Sale in DLF City Phase 2 Gurgaon,₹2.49 Cr ,₹9503 per sqft 
1161,3 BHK Apartment for Sale in Kalkaji New Delhi,₹1.10 Cr ,₹6250 per sqft 
1162,3 BHK Builder Floor for Sale in Sector 82 Gurgaon,₹1 Cr ,₹12000 per sqft 
1163,3 BHK Apartment for Sale in Vikaspuri Block F New Delhi,₹1.15 Cr ,₹9091 per sqft 
1164,3 BHK Apartment for Sale in Sector 3 Gurgaon,₹1.50 Cr ,₹12566 per sqft 
1165,2 BHK Builder Floor for Sale in Lajpat Nagar 1 New Delhi,₹1.50 Cr ,₹9724 per sqft 
1166,2 BHK Builder Floor for Sale in Greater Kailash 1 New Delhi,₹1.25 Cr ,₹4662 per sqft 
1167,3 BHK Builder Floor for Sale in Greater Kailash 1 New Delhi,₹1.22 Cr ,₹8538 per sqft 
1168,4 BHK Apartment for Sale in DLF City Phase 5 Gurgaon,₹5.70 Cr ,₹9231 per sqft 
1169,3 BHK Apartment for Sale in Rohini Sector 13 New Delhi,₹1.85 Cr ,₹2000 per sqft 
1170,3 BHK Apartment for Sale in Greater Noida West Greater Noida,₹1.30 Cr ,₹6938 per sqft 
1171,"4 BHK Apartment for Sale in Chanderlok, Sector 28 Gurgaon",₹2.30 Cr ,₹8000 per sqft 
1172,3 BHK Apartment for Sale in Sector 67A Gurgaon,₹1.55 Cr ,₹9290 per sqft 
1173,3 BHK Apartment for Sale in Nawada New Delhi,Call for Price,₹11607 per sqft 
1174,4 BHK Apartment for Sale in Sector 90 Gurgaon,₹1.75 Cr ,₹14667 per sqft 
1175,1 BHK Apartment for Sale in Dwarka Sector 23B New Delhi,₹39.5 Lac ,₹15245 per sqft 
1176,2 BHK Apartment for Sale in Sector 84 Faridabad,₹49 Lac ,₹11333 per sqft 
1177,4 BHK Builder Floor for Sale in Saraswati Vihar New Delhi,₹4.60 Cr ,₹10400 per sqft 
1178,2 BHK Apartment for Sale in Sttaller jeevan society Greater Noida,Call for Price,₹12380 per sqft 
1179,4 BHK Apartment for Sale in Dwarka Sector 11 New Delhi,₹2.56 Cr ,₹8947 per sqft 
1180,4 BHK Apartment for Sale in Sector 113 Gurgaon,₹2.75 Cr ,₹3917 per sqft 
1181,5 BHK Apartment for Sale in Golf Course Road Gurgaon,₹9.55 Cr ,₹8429 per sqft 
1182,"3 BHK Builder Floor for Sale in Neeti Khand 2, Indirapuram Ghaziabad",₹1.06 Cr ,₹6679 per sqft 
1183,4 BHK Apartment for Sale in Sector 113 Gurgaon,₹2.57 Cr ,₹6703 per sqft 
1184,4 BHK Apartment for Sale in Sector 113 Gurgaon,₹2.57 Cr ,₹4315 per sqft 
1185,3 BHK Builder Floor for Sale in Bhola Nath Nagar New Delhi,₹50 Lac ,₹12000 per sqft 
1186,3 BHK Apartment for Sale in Sector 84 Gurgaon,₹1.45 Cr ,₹9615 per sqft 
1187,3 BHK Builder Floor for Sale in Sector 6 Gurgaon,₹58 Lac ,₹19077 per sqft 
1188,2 BHK Apartment for Sale in Uttam Nagar West New Delhi,₹22 Lac ,₹3263 per sqft 
1189,1 BHK Apartment for Sale in Omicron 1A Greater Noida,Call for Price,₹3678 per sqft 
1190,3 BHK Builder Floor for Sale in Rohini Sector 16 New Delhi,₹2.25 Cr ,₹12500 per sqft 
1191,3 BHK Apartment for Sale in B Block Noida,₹93.7 Lac ,₹14458 per sqft 
1192,3 BHK Apartment for Sale in Sector 75 Noida,₹1.70 Cr ,₹9184 per sqft 
1193,3 BHK Apartment for Sale in Phi 2 Greater Noida,₹1.05 Cr ,₹8696 per sqft 
1194,5 BHK Builder Floor for Sale in Vaishali Sector 3 Ghaziabad,₹1.95 Cr ,₹15456 per sqft 
1195,3 BHK Apartment for Sale in Sector 69 Gurgaon,₹85 Lac ,₹14779 per sqft 
1196,2 BHK Apartment for Sale in Sector 102 Gurgaon,₹95 Lac ,₹6971 per sqft 
1197,2 BHK Apartment for Sale in Sector 70A Gurgaon,₹1.50 Cr ,₹2710 per sqft 
1198,"3 BHK Apartment for Sale in Sector 62, NH 24 Noida",₹96 Lac ,₹4062 per sqft 
1199,"1 BHK Builder Floor for Sale in Shiv Nagar, Janakpuri New Delhi",₹35 Lac ,₹12692 per sqft 
1200,1 BHK Builder Floor for Sale in Virender Nagar New Delhi,₹33 Lac ,₹5455 per sqft 
1201,2 BHK Apartment for Sale in Sohna Sector 11 Gurgaon,₹34 Lac ,₹7223 per sqft 
1202,1 BHK Builder Floor for Sale in Virender Nagar New Delhi,₹35 Lac ,₹6667 per sqft 
1203,"2 BHK Apartment for Sale in Dharampur, Sector 108 Gurgaon",₹90 Lac ,₹19950 per sqft 
1204,4 BHK Builder Floor for Sale in Defence Colony New Delhi,₹12.50 Cr ,₹9000 per sqft 
1205,2 BHK Apartment for Sale in Noida Extension Noida,₹53 Lac ,₹3390 per sqft 
1206,4 BHK Apartment for Sale in Sector 91 Gurgaon,₹1.70 Cr ,₹5667 per sqft 
1207,2 BHK Builder Floor for Sale in Sector 92 Gurgaon,₹55 Lac ,₹4500 per sqft 
1208,3 BHK Builder Floor for Sale in Sahibabad Ghaziabad,₹50 Lac ,₹13380 per sqft 
1209,2 BHK Apartment for Sale in Greater Noida West Greater Noida,₹46 Lac ,₹7895 per sqft 
1210,"2 BHK Apartment for Sale in Sector 137, Noida Express Way Noida",₹46.5 Lac ,₹6000 per sqft 
1211,3 BHK Apartment for Sale in Mehrauli Gurgaon Road Gurgaon,₹1.75 Cr ,₹2674 per sqft 
1212,3 BHK Apartment for Sale in Sector 75 Noida,₹1.48 Cr ,₹14222 per sqft 
1213,3 BHK Builder Floor for Sale in Okhla New Delhi,₹1.20 Cr ,₹6631 per sqft 
1214,3 BHK Builder Floor for Sale in New Rajendra Nagar New Delhi,₹2.45 Cr ,₹4968 per sqft 
1215,3 BHK Apartment for Sale in Sector 27 Gurgaon,₹1.95 Cr ,₹3526 per sqft 
1216,3 BHK Apartment for Sale in Noida Extension Noida,Call for Price,₹3502 per sqft 
1217,3 BHK Apartment for Sale in Raj Nagar Extension Ghaziabad,₹43 Lac ,₹4204 per sqft 
1218,2 BHK Builder Floor for Sale in Virender Nagar New Delhi,₹40 Lac ,₹4938 per sqft 
1219,1 BHK Builder Floor for Sale in Virender Nagar New Delhi,₹25 Lac ,₹12775 per sqft 
1220,1 BHK Builder Floor for Sale in Virender Nagar New Delhi,₹32 Lac ,₹9000 per sqft 
1221,3 BHK Apartment for Sale in Greater Noida West Greater Noida,₹88 Lac ,₹6250 per sqft 
1222,3 BHK Apartment for Sale in Sector 66 Gurgaon,₹1.70 Cr ,₹10768 per sqft 
1223,"4 BHK Apartment for Sale in Sector 93A, Noida Express Way Noida",₹2.55 Cr ,₹11000 per sqft 
1224,3 BHK Builder Floor for Sale in Rohini Sector 16 New Delhi,₹90 Lac ,₹7089 per sqft 
1225,4 BHK Builder Floor for Sale in DLF City Phase 1 Gurgaon,₹3.25 Cr ,₹23667 per sqft 
1226,"1 BHK Builder Floor for Sale in Lakkarpur, Shiv Durga Vihar, Suraj Kund Badkhal Road Faridabad",Call for Price,₹4825 per sqft 
1227,3 BHK Apartment for Sale in Sector 107 Gurgaon,₹1.15 Cr ,₹19128 per sqft 
1228,3 BHK Apartment for Sale in Rohini Sector 13 New Delhi,₹2.85 Cr ,₹9576 per sqft 
1229,"4 BHK Apartment for Sale in Siddhartha Vihar, NH 24 Ghaziabad",₹80.2 Lac ,₹5776 per sqft 
1230,"3 BHK Builder Floor for Sale in Ram Vihar, Anand Vihar New Delhi",₹3 Cr ,₹4762 per sqft 
1231,3 BHK Apartment for Sale in Chittaranjan Park Block B New Delhi,₹2.25 Cr ,₹6829 per sqft 
1232,"4 BHK Apartment for Sale in Block F, Sector 26 Gurgaon",₹5 Cr ,₹3950 per sqft 
1233,3 BHK Builder Floor for Sale in New Rajendra Nagar New Delhi,₹2.60 Cr ,₹11296 per sqft 
1234,3 BHK Builder Floor for Sale in New Rajendra Nagar New Delhi,₹2.50 Cr ,₹17000 per sqft 
1235,4 BHK Apartment for Sale in Chattarpur Extension New Delhi,₹70 Lac ,₹17000 per sqft 
1236,"2 BHK Builder Floor for Sale in Ashoka Enclave, Mathura Road Faridabad",₹41 Lac ,₹17000 per sqft 
1237,1 BHK Apartment for Sale in Rohini Sector 34 New Delhi,Call for Price,₹6368 per sqft 
1238,4 BHK Builder Floor for Sale in Saket New Delhi,₹5.50 Cr ,₹3125 per sqft 
1239,3 BHK Builder Floor for Sale in Noida Extention Greater Noida,₹35 Lac ,₹5091 per sqft 
1240,3 BHK Builder Floor for Sale in Jor Bagh New Delhi,₹21 Cr ,₹7162 per sqft 
1241,2 BHK Builder Floor for Sale in Dwarka Mor New Delhi,₹36 Lac ,₹5051 per sqft 
1242,2 BHK Apartment for Sale in Patel Nagar New Delhi,₹70 Lac ,₹7097 per sqft 
1243,3 BHK Apartment for Sale in Loni Road New Delhi,₹1.25 Cr ,₹11351 per sqft 
1244,2 BHK Apartment for Sale in Rohini Sector 4 New Delhi,₹95 Lac ,₹12589 per sqft 
1245,4 BHK Apartment for Sale in Sector 54 Gurgaon,₹13 Cr ,₹5050 per sqft 
1246,2 BHK Penthouse for Sale in Sector 76 Noida,₹1.40 Cr ,₹6399 per sqft 
1247,4 BHK Apartment for Sale in Dwarka Sector 12 New Delhi,₹2.25 Cr ,₹4343 per sqft 
1248,4 BHK Builder Floor for Sale in Malviya Nagar New Delhi,₹3.70 Cr ,₹7222 per sqft 
1249,3 BHK Apartment for Sale in Dwarka Sector 18 New Delhi,₹2.44 Cr ,₹4762 per sqft 
1250,3 BHK Builder Floor for Sale in DLF City Phase 2 Gurgaon,₹1.85 Cr ,₹5229 per sqft 
1251,"3 BHK Apartment for Sale in Sarita Vihar, Mathura Road New Delhi",₹1.80 Cr ,₹13015 per sqft 
1252,2 BHK Apartment for Sale in Dwarka Sector 12 New Delhi,₹1.21 Cr ,₹4839 per sqft 
1253,4 BHK Apartment for Sale in Sushant Lok Gurgaon,₹8.50 Cr ,₹5627 per sqft 
1254,2 BHK Builder Floor for Sale in Dwarka New Delhi,₹30 Lac ,₹6385 per sqft 
1255,4 BHK Apartment for Sale in floor New Delhi,₹1.50 Cr ,₹5818 per sqft 
1256,5 BHK Apartment for Sale in Sector 62 Gurgaon,₹5.90 Cr ,₹5673 per sqft 
1257,3 BHK Apartment for Sale in Crossings Republik Ghaziabad,₹75 Lac ,₹3038 per sqft 
1258,3 BHK Builder Floor for Sale in Kaushambi Ghaziabad,₹1.15 Cr ,₹3406 per sqft 
1259,"3 BHK Apartment for Sale in Sector 37, Golf course Metro Noida",₹1.25 Cr ,₹17534 per sqft 
1260,3 BHK Apartment for Sale in Sohna Gurgaon Road Gurgaon,₹2.09 Cr ,₹33429 per sqft 
1261,"3 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹1.90 Cr ,₹4017 per sqft 
1262,2 BHK Apartment for Sale in Yamuna Expressway Greater Noida,₹61 Lac ,₹3960 per sqft 
1263,4 BHK Apartment for Sale in Sector 62 Gurgaon,₹6.79 Cr ,₹3690 per sqft 
1264,2 BHK Apartment for Sale in Sector 102 Gurgaon,₹1.30 Cr ,₹4006 per sqft 
1265,4 BHK Builder Floor for Sale in Rajendra Nagar Sector 5 Ghaziabad,₹1 Cr ,₹8571 per sqft 
1266,"4 BHK Builder Floor for Sale in South City 2, Sector 49 Gurgaon",₹3 Cr ,₹17000 per sqft 
1267,"2 BHK Builder Floor for Sale in Saraswati Garden, Ramesh Nagar New Delhi",₹90 Lac ,₹9075 per sqft 
1268,"3 BHK Builder Floor for Sale in Chitra Vihar, Swasthya Vihar New Delhi",₹2.85 Cr ,₹5882 per sqft 
1269,3 BHK Builder Floor for Sale in Sector 43 Gurgaon,₹1.75 Cr ,₹15217 per sqft 
1270,2 BHK Apartment for Sale in NH 24 Ghaziabad,₹40 Lac ,₹6443 per sqft 
1271,1 BHK Apartment for Sale in Sector 3 Gurgaon,₹55.5 Lac ,₹7857 per sqft 
1272,1 BHK Apartment for Sale in Palam Vihar Gurgaon,₹60 Lac ,₹6838 per sqft 
1273,1 BHK Apartment for Sale in DLF Ankur Vihar Ghaziabad,₹10 Lac ,₹10294 per sqft 
1274,2 BHK Apartment for Sale in Sector 92 Gurgaon,₹70 Lac ,₹6697 per sqft 
1275,"3 BHK Apartment for Sale in Sarita Vihar, Mathura Road New Delhi",₹2 Cr ,₹8293 per sqft 
1276,3 BHK Builder Floor for Sale in Rohini Sector 24 New Delhi,₹90 Lac ,₹4035 per sqft 
1277,"4 BHK Builder Floor for Sale in Cyber City, Sector 25, Delhi Gurgaon Expressway Gurgaon",₹3.25 Cr ,₹7692 per sqft 
1278,2 BHK Apartment for Sale in Katwaria Sarai New Delhi,₹2.20 Cr ,₹9725 per sqft 
1279,3 BHK Builder Floor for Sale in DLF City Phase 2 Gurgaon,₹2.95 Cr ,₹18490 per sqft 
1280,4 BHK Builder Floor for Sale in Sector 56 Gurgaon,₹3.40 Cr ,₹4714 per sqft 
1281,3 BHK Apartment for Sale in Dwarka Sector 5 New Delhi,₹1.82 Cr ,₹4986 per sqft 
1282,4 BHK Apartment for Sale in Sector 27 Gurgaon,₹2.20 Cr ,₹15185 per sqft 
1283,3 BHK Builder Floor for Sale in dwarka sector8 New Delhi,₹1.70 Cr ,₹4722 per sqft 
1284,2 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹23.5 Lac ,₹5200 per sqft 
1285,"4 BHK Penthouse for Sale in Vaibhav Khand, Indirapuram Ghaziabad",₹2.95 Cr ,₹5000 per sqft 
1286,4 BHK Apartment for Sale in Dwarka Sector 10 New Delhi,₹1.77 Cr ,₹6557 per sqft 
1287,1 BHK Apartment for Sale in Aya Nagar New Delhi,Call for Price,₹25000 per sqft 
1288,2 BHK Apartment for Sale in Sector 85 Gurgaon,₹1.12 Cr ,₹10769 per sqft 
1289,3 BHK Apartment for Sale in Sector 89 Faridabad,₹68 Lac ,₹41667 per sqft 
1290,4 BHK Apartment for Sale in Dwarka Sector 6 New Delhi,₹2.40 Cr ,₹35278 per sqft 
1291,3 BHK Builder Floor for Sale in Rohini Sector 11 New Delhi,₹1.25 Cr ,₹27691 per sqft 
